event_number,event_text,predicted_label,confidence,pos_score,neu_score,neg_score,valence_event_continuous,arousal_event_score
1,"One hand, one heart, even death won't part us now. Those dreamy lyrics from West Side Story sound like a promise, don't they? A vowing of undying love between two star crossed lovers, played to perfection, a Richard Bamer, and Natalie Wood. Together they became the faces of one of Hollywood's most iconic musicals, leaving audiences in awe for generations.",positive,0.9195389151573181,0.9195389151573181,0.0763191282749176,0.004141876939684153,0.915397038217634,0.9236808717250824
2,"But here's the kicker. If anyone needed a little undying love, or heck maybe even just a hug, it was Natalie Wood. Beneath the glitz and the glamour, her life was more tragic backstory than fairy tale ending.",negative,0.5533809065818787,0.08472920209169388,0.3618898391723633,0.5533809065818787,-0.4686517044901848,0.6381101608276367
3,"Born in 1938 in San Francisco, Natalie Wood entered the world with stars practically stitched into her baby blanket, and a family ready to cash in on them. Her parents, Nikolai and Maria Zakarinko, were Russian immigrants chasing the ever-illusive American dream.",neutral,0.7012407779693604,0.11678171902894974,0.7012407779693604,0.18197746574878693,-0.06519574671983719,0.29875922203063965
4,Unfortunately their dream came with a catch. They were pretty sure their ticket to success was wrapped up in their talented little daughter.,neutral,0.45804592967033386,0.25709646940231323,0.45804592967033386,0.2848576307296753,-0.02776116132736206,0.5419540703296661
5,"By the time Natalie was four, she was trotted off to work in front of the camera, perfecting her doe-eyed innocence while her dad perfected his drinking habit. Meanwhile, her mom Maria was less supportive cheerleader and more strict Soviet drill sergeant.",neutral,0.4920393228530884,0.08297405391931534,0.4920393228530884,0.4249866008758545,-0.34201254695653915,0.5079606771469116
6,"Keeping Natalie and her sisters on a schedule so tight, it could have been designed by a bond villain. Maria even added a little flair by scaring the daylights out of them at every single opportunity.",negative,0.48601797223091125,0.054671600461006165,0.45931050181388855,0.48601797223091125,-0.4313463717699051,0.5406894981861115
7,"Fun childhood, right? Here's where strict parenting veered into the straight up bizarre.",negative,0.4664113521575928,0.12078336626291275,0.4128052890300751,0.4664113521575928,-0.34562798589468,0.5871947109699249
8,"After a gypsy fortune teller warned Maria that one of her daughters would die in dark open water, she turned the family home into a live action final destination. The unlucky doomed daughter, Natalie, their golden goose and Maria's retirement plan. Growing up under this prophecy was anything but idealic. Natalie avoided water like she was cursed. Even steering clear of the backyard pool she'd one day own in her Hollywood hay day, a glamorous starlit with a fear of her own luxury.",negative,0.4560537040233612,0.09652925282716751,0.4474170207977295,0.4560537040233612,-0.3595244511961937,0.5525829792022705
9,"Dramatic? Sure, but when your mom acts like Poseidon's got your number, the deep end is off limits.",negative,0.5286412835121155,0.028304871171712875,0.44305381178855896,0.5286412835121155,-0.5003364123404026,0.556946188211441
10,"Still, Natalie's on-screen presence was pure sunshine. Soft, warm and captivating, she dazzled audiences and became a household name by her teens. Girls across America didn't just admire her, they wanted to be her, perfect hair and all.",positive,0.9487911462783813,0.9487911462783813,0.04856681078672409,0.0026420599315315485,0.9461490863468498,0.9514331892132759
11,"Time wasn't on Natalie's side, and the injenue act couldn't last forever.",negative,0.6798418760299683,0.01320016011595726,0.306957870721817,0.6798418760299683,-0.666641715914011,0.693042129278183
12,"Enter, rebel without a cause. As Judy, a rebellious teen stirring the pots, Natalie shed her innocent image and stepped into the role light years from her real life personality. Sharing the screen with James Dean, she proved she was more than a sweet face.",neutral,0.6664570569992065,0.17900370061397552,0.6664570569992065,0.1545393168926239,0.024464383721351624,0.33354294300079346
13,"This was her transformation. Hollywood had boxed her in for years, but with one defiant role, Natalie broke free. Audiences could not get enough.",positive,0.5897719264030457,0.5897719264030457,0.3458816111087799,0.06434641778469086,0.5254255086183548,0.6541183888912201
14,"As she grew into a Hollywood icon, her talent only deepened. Eleven Academy Award nominations later, with ten wins under her belt, Natalie Wood wasn't just a star, she was THE star. Her life sparkled like a fairy tale.",positive,0.9672299027442932,0.9672299027442932,0.03165405988693237,0.00111601990647614,0.9661138828378171,0.9683459401130676
15,"But fairy tales gloss over the ugly truths. Beneath Hollywood's glittering veneer lay a far darker story, one the cameras didn't capture.",negative,0.6857444047927856,0.02923477254807949,0.2850207984447479,0.6857444047927856,-0.6565096322447062,0.7149792015552521
16,"By this time, Natalie's father, Nikolai, had fully embraced his role as the family drunk, a position he held with alarming dedication. His drinking soon turned violent, adding another layer of chaos to an already oppressive household.",negative,0.7520866394042969,0.0200541689991951,0.22785921394824982,0.7520866394042969,-0.7320324704051018,0.7721407860517502
17,"Meanwhile, Maria was still in charge, running the show with an iron fist and a steady stream of terrifying prophecy reminders, because nothing says family bonding, like ominous predictions about your watery demise.",negative,0.6678861379623413,0.01939988136291504,0.31271395087242126,0.6678861379623413,-0.6484862565994263,0.6872860491275787
18,"For Natalie, there was no escape. At home, her parents manipulated her every move, ensuring the money kept pouring in. On set, directors used their own brand of coercion to squeeze out the perfect performance. Wherever she went, Natalie was boxed in by people who saw her as a means to an end rather than a person. It wasn't just control, it was soul crushing, and Natalie had nowhere to turn.",negative,0.6042595505714417,0.034094616770744324,0.36164581775665283,0.6042595505714417,-0.5701649338006973,0.6383541822433472
19,"From an early age, Natalie learned to see danger everywhere. Not the playful, under the bed kind, but real, tangible threats no one protected her from. Instead of shielding her, those around Natalie often nudged, sometimes shoved, her straight into harm's way.",negative,0.7779780030250549,0.01103284303098917,0.21098919212818146,0.7779780030250549,-0.7669451599940658,0.7890108078718185
20,"At home, some dangers were oddly comforting, like her doll collection, which came alive to keep her company. It's cute until you realize that's just lonely child code for ""I had no one else.""",positive,0.6745753884315491,0.6745753884315491,0.2689805030822754,0.05644414201378822,0.6181312464177608,0.7310194969177246
21,"But the more sinister dangers, those were very real, lurking beyond her understanding, waiting to strike.",negative,0.55116206407547,0.018089311197400093,0.4307485818862915,0.55116206407547,-0.5330727528780699,0.5692514181137085
22,"By 15, Natalie's life became a full-blown Hollywood soap opera. When she came home with big news, her high school sweetheart had proposed, she'd said, ""Yes,"" she probably expected congratulations.",positive,0.5675322413444519,0.5675322413444519,0.3929305672645569,0.03953719884157181,0.5279950425028801,0.6070694327354431
23,"Instead, she got Maria's wrath, a level of fury that could have made the devil himself take notes.",negative,0.7551657557487488,0.009044953621923923,0.23578929901123047,0.7551657557487488,-0.7461208021268249,0.7642107009887695
24,"Maria wasn't just angry, she was calculating. To her, Natalie's high school Romeo wasn't just a distraction, he was a threat to her iron grip on Natalie's career and the family's golden ticket.",negative,0.6601665616035461,0.015508189797401428,0.32432520389556885,0.6601665616035461,-0.6446583718061447,0.6756747961044312
25,"Worse, Maria had already someone else in mind for her daughter. Frank Sinatra. Old blue eyes himself, a man not only old enough to be Natalie's father, but with cufflinks likely older than her teenage fiance.",negative,0.5334522724151611,0.052907343953847885,0.4136403501033783,0.5334522724151611,-0.48054492846131325,0.5863596498966217
