event_number,event_text,predicted_label,confidence,pos_score,neu_score,neg_score,valence_event_continuous,arousal_event_score
1,"So, like many other younger children, when I was little, I lived what I call a phase-to-phase lifestyle. And this was pretty much, I was defined by whatever phase I was in. And these phases would be like TV shows or books or something that I just become obsessed with and devote my entire existence to and then have that whole thing completely shift in like a week.",neutral,0.5244089961051941,0.3126761317253113,0.5244089961051941,0.1629149168729782,0.14976121485233307,0.4755910038948059
2,And this would become a big dilemma come birthday time when grandma was getting me hot wheels when I had already fully transitioned into Power Rangers territory.,neutral,0.6359349489212036,0.1023847833275795,0.6359349489212036,0.2616802155971527,-0.1592954322695732,0.3640650510787964
3,"But there was something different to my phases and that was that I had this theme to them like this overarching theme and that was the color red. And it wasn't anything satanic or it was just, I really love the color red and all characters and things associated with it.",positive,0.9409295320510864,0.9409295320510864,0.055891066789627075,0.00317936297506094,0.9377501690760255,0.9441089332103729
4,"I remember I was five years old and in the back seat of a rental car that my dad was driving and my whole family was in, and my mom and my brother. And I was just sitting there and I was just thinking, why do I have to be in this car when I have the ability of super speed? And this was during my superhero phase, of course, I gravitated towards the red flash. But this time, I actually thought I had his superpowers and I could run and get to our destination.",neutral,0.573937714099884,0.3233797550201416,0.573937714099884,0.10268256813287735,0.22069718688726425,0.42606228590011597
5,And we were headed to my uncle's pool party in New Jersey. And it was a very exciting time. It was an annual summer pool party. And it was so different for me. It was this new world. It was suburbia. It was staying up late and going to the mall. And there was a pool table and a ping pong table and a pool for the pool party.,positive,0.9694126844406128,0.9694126844406128,0.02904690057039261,0.0015404463047161698,0.9678722381358966,0.9709530994296074
6,"And there was also Michael. Now, Michael was always introduced to me as Uncle Dan's partner. So I thought my Uncle Dan was in the FBI or something.",neutral,0.7824220657348633,0.1032918244600296,0.7824220657348633,0.11428610235452652,-0.010994277894496918,0.21757793426513672
7,"But I was told to call him Uncle Michael, which kind of confused me because he wasn't my uncle. I always defined family, defined my uncles and aunts as people who were related to me by blood or by marriage and Michael was neither.",neutral,0.5342384576797485,0.048195015639066696,0.5342384576797485,0.4175664782524109,-0.3693714626133442,0.46576154232025146
8,"But I had no problem calling him Uncle Michael because he was like an uncle to me. He was amazing. He was the adult who would actually pay attention to my brother and I when we were little. All the other adults would just come up to us and be like, wow, you grew up so quickly. But Uncle Michael would actually play with us and talk with us and really make all these family gatherings so special for my brother and I.",positive,0.9813628196716309,0.9813628196716309,0.01665795035660267,0.001979221124202013,0.9793835985474288,0.9833420496433973
9,"So we're at the pool party and my brother and I, we just want to get into the pool. Like that's our goal. We live in the city. We don't really get to do that that much. So the second we're in there, we jump in the pool and we're having some fun.",positive,0.7591378092765808,0.7591378092765808,0.21911971271038055,0.021742496639490128,0.7373953126370907,0.7808802872896194
10,"I'm staying in the shallow end, but my brother, who just kind of learned to swim, is swimming all around. He's very excited. This is his new skill that I don't possess. And I'm just sitting there, and I'm waiting for Uncle Michael to get in the pool, because once Uncle Michael's in the pool, that means splash fights, that means diving contests, that means a really fun time.",positive,0.9451409578323364,0.9451409578323364,0.051162682473659515,0.0036963236052542925,0.9414446342270821,0.9488373175263405
11,But he's all the way at the other end of the backyard and he's grilling everything and I'm just waiting there watching my brother flex on me and swim all over the place. And I'm getting really envious and then it hits me.,positive,0.8774304389953613,0.8774304389953613,0.10802747309207916,0.014542119577527046,0.8628883194178343,0.8919725269079208
12,"Today, I have the abilities of the Flash. I have super speed. And if I put my super speed to work, I could probably use it and get to the deep end of that pool. If I'm moving super quickly, if my body's going, I'm going to float. I'm going to make it. I'm going to develop buoyancy.",positive,0.721071720123291,0.721071720123291,0.27064988017082214,0.008278369903564453,0.7127933502197266,0.7293501198291779
13,"So I'm getting impatient. I'm not waiting for Uncle Michael and I decide to take off and I think I'm going really quickly like I'm running. I'm using all my force, but I'm a puny little five year old and I'm in water. So I'm moving very slowly and I'm running.",negative,0.616732656955719,0.052838485687971115,0.3304288983345032,0.616732656955719,-0.5638941712677479,0.6695711016654968
14,"And the way this pool is set up is there's a very shallow end, which I can stand in and then a steep incline and then a very deep end that I cannot swim in.",negative,0.4819489121437073,0.045429594814777374,0.47262150049209595,0.4819489121437073,-0.4365193173289299,0.527378499507904
15,"So I take off and I'm running and the second I hit the ramp, I slide in and I lose all my power and I'm trying to break the surface of the water and I'm swimming up. and trying to break it but I can't and I'm getting tired and my eyes are sort of closing and this is a sensation known as drowning. So I'm drowning. and I'm in the pool drowning and I'm trying to call for help but no one can really hear me and my eyes are really coming down now",negative,0.761464536190033,0.024029944092035294,0.21450546383857727,0.761464536190033,-0.7374345920979977,0.7854945361614227
16,and all of a sudden I feel something grab me all around my stomach and pull me out of the pool and pull me onto the surface of the concrete that was right by the pool and open my eyes for a little second and I see Uncle Michael's face.,neutral,0.7914295792579651,0.10491164028644562,0.7914295792579651,0.1036587804555893,0.0012528598308563232,0.2085704207420349
17,"And then he pulled me into the house and put me in the master bed, which was like temperpedic with a really nice warm pillow. And I fell right to sleep.",positive,0.8078755140304565,0.8078755140304565,0.18544209003448486,0.006682392675429583,0.801193121355027,0.8145579099655151
18,"Now, recently my biological uncle and Uncle Michael broke up. And this was really rough for me because it meant I really wouldn't get to see him. These pool parties would no longer have Uncle Michael at them, which was a really rough thing for me you know, he was such an influential part of my life.",negative,0.7714446187019348,0.029291654005646706,0.19926373660564423,0.7714446187019348,-0.7421529646962881,0.8007362633943558
19,But he will forever change my definition of family. My definition of family is no longer related by blood or by marriage. It's someone who would run from the backyard and ruin his really nicely picked out summer outfit just because he saw that red bathing suit going up and down and he thought maybe there's a chance that David's in trouble and he jumped in and he saved my life.,neutral,0.44663912057876587,0.1437394618988037,0.44663912057876587,0.40962138772010803,-0.2658819258213043,0.5533608794212341
20,"And I'll also never forget waking up on that summer day to a red Clifford the dog plate with a hot dog on it with a line of red tomato ketchup and a red post-it on it with writing on it that said, here I come to save the day. Love, Uncle Michael. Thank you.",positive,0.9506001472473145,0.9506001472473145,0.04608367756009102,0.0033161535393446684,0.9472839937079698,0.953916322439909
